"","original_reaction","reaction_ID","xml_equation","bigg_name"
"806","C3STDH2: nad_c + zym_int1_c --> co2_c + h_c + nadh_c + zym_int2_c","C3STDH2"," nad_c + zym_int1_c --> co2_c + h_c + nadh_c + zym_int2_c","C 3 sterol dehydrogenase  zymosterol "
"807","C3STKR1: 4mzym_int2_c + h_c + nadph_c --> 4mzym_c + nadp_c","C3STKR1"," 4mzym_int2_c + h_c + nadph_c --> 4mzym_c + nadp_c","C 3 sterol keto reductase  4 methylzymosterol "
"808","MANt2: h_e + man_e --> h_c + man_c","MANt2"," h_e + man_e --> h_c + man_c","D mannose transport in via proton symport"
"809","C3STKR2: h_c + nadph_c + zym_int2_c --> nadp_c + zymst_c","C3STKR2"," h_c + nadph_c + zym_int2_c --> nadp_c + zymst_c","C 3 sterol keto reductase  zymosterol "
"810","MCOATA: ACP_c + malcoa_c <=> coa_c + malACP_c","MCOATA"," ACP_c + malcoa_c <=> coa_c + malACP_c","Malonyl-CoA-ACP transacylase"
"811","MCOATAm: ACP_m + malcoa_m <=> coa_m + malACP_m","MCOATAm"," ACP_m + malcoa_m <=> coa_m + malACP_m","Malonyl CoA ACP transacylase  mitochondrial"
"812","C4STMO1: 44mzym_c + 3.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4mzym_int1_c + 4.0 h2o_c + 3.0 nadp_c","C4STMO1"," 44mzym_c + 3.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4mzym_int1_c + 4.0 h2o_c + 3.0 nadp_c","C 4 sterol methyl oxidase  4 4 dimethylzymosterol "
"813","C4STMO2: 4mzym_c + 3.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4.0 h2o_c + 3.0 nadp_c + zym_int1_c","C4STMO2"," 4mzym_c + 3.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4.0 h2o_c + 3.0 nadp_c + zym_int1_c","C 4 sterol methyl oxidase  4 methylzymosterol "
"814","MDHp: mal_L_x + nad_x <=> h_x + nadh_x + oaa_x","MDHp"," mal_L_x + nad_x <=> h_x + nadh_x + oaa_x","Malate dehydrogenase  peroxisomal"
"815","ME1m: mal_L_m + nad_m --> co2_m + nadh_m + pyr_m","ME1m"," mal_L_m + nad_m --> co2_m + nadh_m + pyr_m","Malic enzyme  NAD   mitochondrial"
"816","ME2m: mal_L_m + nadp_m --> co2_m + nadph_m + pyr_m","ME2m"," mal_L_m + nadp_m --> co2_m + nadph_m + pyr_m","Malic enzyme  NADP   mitochondrial"
"817","MELIBt2: h_e + melib_e --> h_c + melib_c","MELIBt2"," h_e + melib_e --> h_c + melib_c","Melibiose transport in via symport"
"818","METAT: atp_c + h2o_c + met_L_c --> amet_c + pi_c + ppi_c","METAT"," atp_c + h2o_c + met_L_c --> amet_c + pi_c + ppi_c","Methionine adenosyltransferase"
"819","METB1: achms_c + cys_L_c --> ac_c + cyst_L_c + h_c","METB1"," achms_c + cys_L_c --> ac_c + cyst_L_c + h_c","Metb1 (rev)"
"820","CHLSTI: amet_c + o2_c + zymst_c --> ahcys_c + ergtetrol_c + 2.0 h2o_c + h_c","CHLSTI"," amet_c + o2_c + zymst_c --> ahcys_c + ergtetrol_c + 2.0 h2o_c + h_c","Cholestenol delta isomerase  lumped reaction"
"821","METTRS: atp_c + met_L_c + trnamet_c --> amp_c + mettrna_c + ppi_c","METTRS"," atp_c + met_L_c + trnamet_c --> amp_c + mettrna_c + ppi_c","Methionyl-tRNA synthetase"
"822","METTRSm: atp_m + met_L_m + trnamet_m --> amp_m + mettrna_m + ppi_m","METTRSm"," atp_m + met_L_m + trnamet_m --> amp_m + mettrna_m + ppi_m","Methionyl tRNA synthetase  mitochondrial"
"823","METt2m: h_m + met_L_m <=> h_c + met_L_c","METt2m"," h_m + met_L_m <=> h_c + met_L_c","Methionine mitochondrial transport via proton symport"
"824","METt2r: h_e + met_L_e <=> h_c + met_L_c","METt2r"," h_e + met_L_e <=> h_c + met_L_c","L methionine reversible transport via proton symport"
"825","MEVK1: atp_c + mev_R_c --> 5pmev_c + adp_c + h_c","MEVK1"," atp_c + mev_R_c --> 5pmev_c + adp_c + h_c","Mevalonate kinase  atp "
"826","MEVK2: ctp_c + mev_R_c --> 5pmev_c + cdp_c + h_c","MEVK2"," ctp_c + mev_R_c --> 5pmev_c + cdp_c + h_c","Mevalonate kinase  ctp "
"827","MEVK3: gtp_c + mev_R_c --> 5pmev_c + gdp_c + h_c","MEVK3"," gtp_c + mev_R_c --> 5pmev_c + gdp_c + h_c","Mevalonate kinase  gtp "
"828","DPMVD: 5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c","DPMVD"," 5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c","Diphosphomevalonate decarboxylase"
"829","LNS14DM: 2.0 h_c + lanost_c + 3.0 nadph_c + 3.0 o2_c --> 44mctr_c + for_c + 4.0 h2o_c + 3.0 nadp_c","LNS14DM"," 2.0 h_c + lanost_c + 3.0 nadph_c + 3.0 o2_c --> 44mctr_c + for_c + 4.0 h2o_c + 3.0 nadp_c","Cytochrome P450 lanosterol 14 alpha demethylase  NADP "
"830","MHPGLUT: hcys_L_c + mhpglu_c --> hpglu_c + met_L_c","MHPGLUT"," hcys_L_c + mhpglu_c --> hpglu_c + met_L_c","5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase"
"831","MI1PP: h2o_c + mi1p_D_c --> inost_c + pi_c","MI1PP"," h2o_c + mi1p_D_c --> inost_c + pi_c","Myo-inositol 1-phosphatase"
"832","MI1PS: g6p_c --> mi1p_D_c","MI1PS"," g6p_c --> mi1p_D_c","Myo Inositol 1 phosphate synthase"
"833","MIP2CS124_SC: 0.01 mipc124_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c124_SC_c","MIP2CS124_SC"," 0.01 mipc124_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c124_SC_c","Mannose  inositol P 2 ceramide synthase  ceramide 1  24C   yeast specific"
"834","MIP2CS126_SC: 0.01 mipc126_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c126_SC_c","MIP2CS126_SC"," 0.01 mipc126_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c126_SC_c","Mannose  inositol P 2 ceramide synthase  ceramide 1  26C   yeast specific"
"835","MIP2CS226_SC: 0.01 mipc226_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c226_SC_c","MIP2CS226_SC"," 0.01 mipc226_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c226_SC_c","Mannose  inositol P 2 ceramide synthase  ceramide 2  24C   yeast specific"
"836","MIP2CS324_SC: 0.01 mipc324_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c324_SC_c","MIP2CS324_SC"," 0.01 mipc324_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c324_SC_c","Mannose  inositol P 2 ceramide synthase  ceramide 3  24C   yeast specific"
"837","MIP2CS326_SC: 0.01 mipc326_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c326_SC_c","MIP2CS326_SC"," 0.01 mipc326_SC_c + 0.01 ptd1ino_SC_c <=> 0.01 12dgr_SC_c + 0.01 mip2c326_SC_c","Mannose  inositol P 2 ceramide synthase  ceramide 3  26C   yeast specific"
"838","MLTHFtm: mlthf_c <=> mlthf_m","MLTHFtm"," mlthf_c <=> mlthf_m",NA
"839","MMETt2: h_e + mmet_e --> h_c + mmet_c","MMETt2"," h_e + mmet_e --> h_c + mmet_c","S methylmethionine permease"
"840","MOHMT: 3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c","MOHMT"," 3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c","3-methyl-2-oxobutanoate hydroxymethyltransferase"
"841","LNSTLS: Ssq23epx_c --> lanost_c","LNSTLS"," Ssq23epx_c --> lanost_c","Lanosterol synthase"
"842","MEVK4: mev_R_c + utp_c --> 5pmev_c + h_c + udp_c","MEVK4"," mev_R_c + utp_c --> 5pmev_c + h_c + udp_c","Mevalonate kinase  utp "
"843","PMEVK: 5pmev_c + atp_c --> 5dpmev_c + adp_c","PMEVK"," 5pmev_c + atp_c --> 5dpmev_c + adp_c","Phosphomevalonate kinase"
"844","NABTNO: h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c","NABTNO"," h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c","N4 AcetylaminobutanalNAD oxidoreductase"
"845","NADDPp: h2o_x + nad_x --> amp_x + 2.0 h_x + nmn_x","NADDPp"," h2o_x + nad_x --> amp_x + 2.0 h_x + nmn_x","NAD diphosphatase  peroxisomal"
"846","SQLEr: h_r + nadph_r + o2_r + sql_r --> Ssq23epx_r + h2o_r + nadp_r","SQLEr"," h_r + nadph_r + o2_r + sql_r --> Ssq23epx_r + h2o_r + nadp_r","Squalene epoxidase  endoplasmic reticular  NADP "
"847","NADH2_u6m: h_m + nadh_m + q6_m --> nad_m + q6h2_m","NADH2_u6m"," h_m + nadh_m + q6_m --> nad_m + q6h2_m","NADH dehydrogenase  mitochondrial"
"848","NADK: atp_c + nad_c --> adp_c + h_c + nadp_c","NADK"," atp_c + nad_c --> adp_c + h_c + nadp_c","NAD kinase"
"849","NADKm: atp_m + nad_m --> adp_m + h_m + nadp_m","NADKm"," atp_m + nad_m --> adp_m + h_m + nadp_m","NAD kinase  mitochondrial"
"850","NADN: h2o_c + nad_c --> adprib_c + h_c + ncam_c","NADN"," h2o_c + nad_c --> adprib_c + h_c + ncam_c","NAD nucleosidase"
"851","NADNm: h2o_m + nad_m --> adprib_m + h_m + ncam_m","NADNm"," h2o_m + nad_m --> adprib_m + h_m + ncam_m","NAD nucleosidase  mitochondrial"
"852","NADPPPS: h2o_c + nadp_c --> nad_c + pi_c","NADPPPS"," h2o_c + nadp_c --> nad_c + pi_c","NADP phosphatase"
"853","NADPPPSm: h2o_m + nadp_m --> nad_m + pi_m","NADPPPSm"," h2o_m + nadp_m --> nad_m + pi_m","NADP phosphatase"
"854","NADS1: atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c","NADS1"," atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c","NAD synthase (nh3)"
"855","NADS1m: atp_m + dnad_m + nh4_m --> amp_m + h_m + nad_m + ppi_m","NADS1m"," atp_m + dnad_m + nh4_m --> amp_m + h_m + nad_m + ppi_m",NA
"856","NAPRT: h_c + nac_c + prpp_c --> nicrnt_c + ppi_c","NAPRT"," h_c + nac_c + prpp_c --> nicrnt_c + ppi_c","NAPRTase (rev)"
"857","NAPRTm: h_m + nac_m + prpp_m --> nicrnt_m + ppi_m","NAPRTm"," h_m + nac_m + prpp_m --> nicrnt_m + ppi_m","NAPRTase  mitochondrial"
"858","NAt3_1: h_e + na1_c <=> h_c + na1_e","NAt3_1"," h_e + na1_c <=> h_c + na1_e","Sodium proton antiporter  HNA is 11 "
"859","NDP3: gdp_c + h2o_c --> gmp_c + h_c + pi_c","NDP3"," gdp_c + h2o_c --> gmp_c + h_c + pi_c","Nucleoside diphosphatase  GDP "
"860","NDP3g: gdp_g + h2o_g --> gmp_g + h_g + pi_g","NDP3g"," gdp_g + h2o_g --> gmp_g + h_g + pi_g","Nucleoside diphosphatase  GDP   Golgi"
"861","NDP4: dgdp_c + h2o_c --> dgmp_c + h_c + pi_c","NDP4"," dgdp_c + h2o_c --> dgmp_c + h_c + pi_c","Nucleoside diphosphatase  dGDP "
"862","NDPK1: atp_c + gdp_c --> adp_c + gtp_c","NDPK1"," atp_c + gdp_c --> adp_c + gtp_c","Nucleoside-diphosphate kinase (ATP:GDP)"
"863","NDPK2: atp_c + udp_c --> adp_c + utp_c","NDPK2"," atp_c + udp_c --> adp_c + utp_c","Nucleoside-diphosphate kinase (ATP:UDP)"
"864","NDPK3: atp_c + cdp_c --> adp_c + ctp_c","NDPK3"," atp_c + cdp_c --> adp_c + ctp_c","Nucleoside-diphosphate kinase (ATP:CDP)"
"865","NDPK4: atp_c + dtdp_c --> adp_c + dttp_c","NDPK4"," atp_c + dtdp_c --> adp_c + dttp_c","Nucleoside-diphosphate kinase (ATP:dTDP)"
"866","NDPK5: atp_c + dgdp_c --> adp_c + dgtp_c","NDPK5"," atp_c + dgdp_c --> adp_c + dgtp_c","Nucleoside-diphosphate kinase (ATP:dGDP)"
"867","NDPK6: atp_c + dudp_c --> adp_c + dutp_c","NDPK6"," atp_c + dudp_c --> adp_c + dutp_c","Nucleoside-diphosphate kinase (ATP:dUDP)"
"868","NDPK7: atp_c + dcdp_c --> adp_c + dctp_c","NDPK7"," atp_c + dcdp_c --> adp_c + dctp_c","Nucleoside-diphosphate kinase (ATP:dCDP)"
"869","NDPK8: atp_c + dadp_c --> adp_c + datp_c","NDPK8"," atp_c + dadp_c --> adp_c + datp_c","Nucleoside-diphosphate kinase (ATP:dADP)"
"870","NDPK9: atp_c + idp_c --> adp_c + itp_c","NDPK9"," atp_c + idp_c --> adp_c + itp_c","Nucleoside diphosphate kinase  ATPIDP "
"871","SQLS: 2.0 frdp_c + h_c + nadph_c --> nadp_c + 2.0 ppi_c + sql_c","SQLS"," 2.0 frdp_c + h_c + nadph_c --> nadp_c + 2.0 ppi_c + sql_c","Squalene synthase"
"872","AASAD2: L2aadp_c + atp_c + h_c + nadh_c --> L2aadp6sa_c + amp_c + nad_c + ppi_c","AASAD2"," L2aadp_c + atp_c + h_c + nadh_c --> L2aadp6sa_c + amp_c + nad_c + ppi_c","L aminoadipate semialdehyde dehydrogenase  NADH "
"873","NH4tp: nh4_c <=> nh4_x","NH4tp"," nh4_c <=> nh4_x","Ammonia peroxisomal transport"
"874","NMNAT: atp_c + h_c + nmn_c --> nad_c + ppi_c","NMNAT"," atp_c + h_c + nmn_c --> nad_c + ppi_c","Nicotinamide-nucleotide adenylyltransferase"
"875","NMNATm: atp_m + h_m + nmn_m --> nad_m + ppi_m","NMNATm"," atp_m + h_m + nmn_m --> nad_m + ppi_m","Nicotinamide nucleotide adenylyltransferase  mitochondrial"
"876","NMNTP: h_e + nmn_e --> h_c + nmn_c","NMNTP"," h_e + nmn_e --> h_c + nmn_c","Nmntp"
"877","NMNt2m: h_c + nmn_c <=> h_m + nmn_m","NMNt2m"," h_c + nmn_c <=> h_m + nmn_m","NMN mitochondrial transport via proton symport"
"878","NMNt2p: h_c + nmn_c <=> h_x + nmn_x","NMNt2p"," h_c + nmn_c <=> h_x + nmn_x","NMN peroxisomal transport via proton symport"
"879","NNAMr: h2o_c + ncam_c <=> nac_c + nh4_c","NNAMr"," h2o_c + ncam_c <=> nac_c + nh4_c",NA
"880","NNAMrm: h2o_m + ncam_m <=> nac_m + nh4_m","NNAMrm"," h2o_m + ncam_m <=> nac_m + nh4_m","Nicotinamidase  reversible  mitochondrial"
"881","NNAT: atp_c + h_c + nicrnt_c --> dnad_c + ppi_c","NNAT"," atp_c + h_c + nicrnt_c --> dnad_c + ppi_c",NA
"882","NNATm: atp_m + h_m + nicrnt_m --> dnad_m + ppi_m","NNATm"," atp_m + h_m + nicrnt_m --> dnad_m + ppi_m","Nicotinate nucleotide adenylyltransferase  mitochondrial"
"883","NNDPR: 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c","NNDPR"," 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c","Nicotinate-nucleotide diphosphorylase (carboxylating)"
"884","NNDPRm: 2.0 h_m + prpp_m + quln_m --> co2_m + nicrnt_m + ppi_m","NNDPRm"," 2.0 h_m + prpp_m + quln_m --> co2_m + nicrnt_m + ppi_m","Nicotinate nucleotide diphosphorylase  carboxylating   mitochondrial"
"885","NTD1: dump_c + h2o_c --> duri_c + pi_c","NTD1"," dump_c + h2o_c --> duri_c + pi_c","5'-nucleotidase (dUMP)"
"886","NTD10: h2o_c + xmp_c --> pi_c + xtsn_c","NTD10"," h2o_c + xmp_c --> pi_c + xtsn_c","5'-nucleotidase (XMP)"
"887","NTD11: h2o_c + imp_c --> ins_c + pi_c","NTD11"," h2o_c + imp_c --> ins_c + pi_c","5'-nucleotidase (IMP)"
"888","NTD2: h2o_c + ump_c --> pi_c + uri_c","NTD2"," h2o_c + ump_c --> pi_c + uri_c","5'-nucleotidase (UMP)"
"889","NTD3: dcmp_c + h2o_c --> dcyt_c + pi_c","NTD3"," dcmp_c + h2o_c --> dcyt_c + pi_c","5'-nucleotidase (dCMP)"
"890","NTD4: cmp_c + h2o_c --> cytd_c + pi_c","NTD4"," cmp_c + h2o_c --> cytd_c + pi_c","5'-nucleotidase (CMP)"
"891","NTD5: dtmp_c + h2o_c --> pi_c + thymd_c","NTD5"," dtmp_c + h2o_c --> pi_c + thymd_c","5'-nucleotidase (dTMP)"
"892","NTD6: damp_c + h2o_c --> dad_2_c + pi_c","NTD6"," damp_c + h2o_c --> dad_2_c + pi_c","5'-nucleotidase (dAMP)"
"893","NTD7: amp_c + h2o_c --> adn_c + pi_c","NTD7"," amp_c + h2o_c --> adn_c + pi_c","5'-nucleotidase (AMP)"
"894","NTD8: dgmp_c + h2o_c --> dgsn_c + pi_c","NTD8"," dgmp_c + h2o_c --> dgsn_c + pi_c","5'-nucleotidase (dGMP)"
"895","NTD9: gmp_c + h2o_c --> gsn_c + pi_c","NTD9"," gmp_c + h2o_c --> gsn_c + pi_c","5'-nucleotidase (GMP)"
"896","NTP3: gtp_c + h2o_c --> gdp_c + h_c + pi_c","NTP3"," gtp_c + h2o_c --> gdp_c + h_c + pi_c","Nucleoside-triphosphatase (GTP)"
"897","NTP4: dgtp_c + h2o_c --> dgdp_c + h_c + pi_c","NTP4"," dgtp_c + h2o_c --> dgdp_c + h_c + pi_c","Nucleoside triphosphatase  dGTP "
"898","NTRLASE: 2.0 h2o_c + ind3acnl_c --> ind3ac_c + nh4_c","NTRLASE"," 2.0 h2o_c + ind3acnl_c --> ind3ac_c + nh4_c","Nitrilase"
"899","NTRLASE2: aprop_c + 2.0 h2o_c --> ala_L_c + nh4_c","NTRLASE2"," aprop_c + 2.0 h2o_c --> ala_L_c + nh4_c","Nitrilase"
"900","NTRLASE3: acybut_c + 2.0 h2o_c --> glu_L_c + nh4_c","NTRLASE3"," acybut_c + 2.0 h2o_c --> glu_L_c + nh4_c","Nitrilase"
"901","AATA: 2oxoadp_c + glu_L_c <=> L2aadp_c + akg_c","AATA"," 2oxoadp_c + glu_L_c <=> L2aadp_c + akg_c","2 aminoadipate transaminase"
"902","HACNHm: b124tc_m + h2o_m <=> hicit_m","HACNHm"," b124tc_m + h2o_m <=> hicit_m","Homoacontinate hydratase  mitochondrial"
"903","HICITDm: hicit_m + nad_m <=> h_m + nadh_m + oxag_m","HICITDm"," hicit_m + nad_m <=> h_m + nadh_m + oxag_m","Homoisocitrate dehydrogenase"
"904","OAAt2m: h_c + oaa_c <=> h_m + oaa_m","OAAt2m"," h_c + oaa_c <=> h_m + oaa_m","Oxaloacetate transport  mitochondrial"
"905","MCITDm: hcit_m <=> b124tc_m + h2o_m","MCITDm"," hcit_m <=> b124tc_m + h2o_m","2 methylcitrate dehydratase  mitochondrial"
"906","OCDCAt: ocdca_e --> ocdca_c","OCDCAt"," ocdca_e --> ocdca_c","Octadecanoate  n C180  transport in via uniport"
"907","OCDCEAt: ocdcea_e --> ocdcea_c","OCDCEAt"," ocdcea_e --> ocdcea_c","Octadecenoate  n C181  transport in via uniport"
"908","OCDCYAt: ocdcya_e --> ocdcya_c","OCDCYAt"," ocdcya_e --> ocdcya_c","Octadecynoate  n C182  transport in via uniport"
"909","OCTDP_5tm: octdp_5_c <=> octdp_5_m","OCTDP_5tm"," octdp_5_c <=> octdp_5_m",NA
"910","OHPBAT: glu_L_c + ohpb_c <=> akg_c + phthr_c","OHPBAT"," glu_L_c + ohpb_c <=> akg_c + phthr_c","O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase"
"911","OHPHM6n: 2ohph_5_n + amet_n --> 2omph_5_n + ahcys_n + h_n","OHPHM6n"," 2ohph_5_n + amet_n --> 2omph_5_n + ahcys_n + h_n",NA
"912","OMBZLM6m: 2ombzl_5_m + amet_m --> 2ommbl_5_m + ahcys_m + h_m","OMBZLM6m"," 2ombzl_5_m + amet_m --> 2ommbl_5_m + ahcys_m + h_m",NA
"913","OXAGm: h_m + oxag_m <=> 2oxoadp_m + co2_m","OXAGm"," h_m + oxag_m <=> 2oxoadp_m + co2_m","Non enzymatic reaction"
"914","OMCDCm: 3c4mop_m + h_m --> 4mop_m + co2_m","OMCDCm"," 3c4mop_m + h_m --> 4mop_m + co2_m","2 oxo 4 methyl 3 carboxypentanoate decarboxylation"
"915","OMMBLHX6m: 2ommbl_5_m + 0.5 o2_m --> 2omhmbl_5_m","OMMBLHX6m"," 2ommbl_5_m + 0.5 o2_m --> 2omhmbl_5_m",NA
"916","SACCD1: L2aadp6sa_c + glu_L_c + h_c + nadph_c <=> h2o_c + nadp_c + saccrp_L_c","SACCD1"," L2aadp6sa_c + glu_L_c + h_c + nadph_c <=> h2o_c + nadp_c + saccrp_L_c","Saccharopine dehydrogenase  NADP  L glutamate forming "
"917","OMPHHX6m: 2omph_5_m + 0.5 o2_m --> 2ombzl_5_m","OMPHHX6m"," 2omph_5_m + 0.5 o2_m --> 2ombzl_5_m",NA
"918","OPHBDC6: 3ophb_5_c + h_c --> 2oph_5_c + co2_c","OPHBDC6"," 3ophb_5_c + h_c --> 2oph_5_c + co2_c",NA
"919","OPHHX6: 2oph_5_c + 0.5 o2_c --> 2ohph_5_c","OPHHX6"," 2oph_5_c + 0.5 o2_c --> 2ohph_5_c",NA
"920","ORNDC: h_c + orn_c --> co2_c + ptrc_c","ORNDC"," h_c + orn_c --> co2_c + ptrc_c","Ornithine Decarboxylase"
"921","ORNTA: akg_c + orn_c --> glu5sa_c + glu_L_c","ORNTA"," akg_c + orn_c --> glu5sa_c + glu_L_c","Ornithine transaminase"
"922","SACCD2: h2o_c + nad_c + saccrp_L_c <=> akg_c + h_c + lys_L_c + nadh_c","SACCD2"," h2o_c + nad_c + saccrp_L_c <=> akg_c + h_c + lys_L_c + nadh_c","Saccharopine dehydrogenase  NAD  L lysine forming "
"923","ORNt2r: h_e + orn_e <=> h_c + orn_c","ORNt2r"," h_e + orn_e <=> h_c + orn_c","Orntithine reversible transport in via proton symport"
"924","THRD_Lm: thr_L_m --> 2obut_m + nh4_m","THRD_Lm"," thr_L_m --> 2obut_m + nh4_m","L threonine deaminase  mitochondrial"
"925","DOLPt2er: dolp_c + h_c <=> dolp_r + h_r","DOLPt2er"," dolp_c + h_c <=> dolp_r + h_r","Dolichol phosphate endoplasmic reticular transport via proton symport"
"926","ERGSTter: ergst_r <=> ergst_c","ERGSTter"," ergst_r <=> ergst_c","Ergosterol endoplasmic reticular transport"
"927","OXO2Ctm: akg_m + oxag_c <=> akg_c + oxag_m","OXO2Ctm"," akg_m + oxag_c <=> akg_c + oxag_m","2 oxodicarboylate transporter  mitochondrial"
"928","P5CDm: 1pyr5c_m + 2.0 h2o_m + nad_m --> glu_L_m + h_m + nadh_m","P5CDm"," 1pyr5c_m + 2.0 h2o_m + nad_m --> glu_L_m + h_m + nadh_m","1 pyrroline 5 carboxylate dehydrogenase  mitochondrial"
"929","ERGTETROLter: ergtetrol_c <=> ergtetrol_r","ERGTETROLter"," ergtetrol_c <=> ergtetrol_r","Ergosta 5 6 22 24  28  tetraen 3beta ol endoplamic reticular transport"
"930","PAK_SC: atp_c + 0.01 pa_SC_c --> adp_c + 0.01 dagpy_SC_c","PAK_SC"," atp_c + 0.01 pa_SC_c --> adp_c + 0.01 dagpy_SC_c","Phosphatidate kinase  yeast specific"
"931","PAN4Ptm: pan4p_c <=> pan4p_m","PAN4Ptm"," pan4p_c <=> pan4p_m","Panthetheine 4  phosphate reversible mitochondrial transport"
"932","PANTS: ala_B_c + atp_c + pant_R_c --> amp_c + h_c + pnto_R_c + ppi_c","PANTS"," ala_B_c + atp_c + pant_R_c --> amp_c + h_c + pnto_R_c + ppi_c","Pantothenate synthase"
"933","PANTtm: pant_R_c <=> pant_R_m","PANTtm"," pant_R_c <=> pant_R_m","Pantothenate mitochondrial transport"
"934","G6Pter: g6p_c <=> g6p_r","G6Pter"," g6p_c <=> g6p_r","Glucose 6 phosphate endoplasmic reticular transport via diffusion"
"935","PAPt: pap_e <=> pap_c","PAPt"," pap_e <=> pap_c","PAP reversible uniport"
"936","PAPtm: pap_c <=> pap_m","PAPtm"," pap_c <=> pap_m","Adenosine 3  5  bisphosphate mitochondrial transport"
"937","PAtm_SC: pa_SC_c <=> pa_SC_m","PAtm_SC"," pa_SC_c <=> pa_SC_m","Phosphatidate reversible transport  mitochondrial  yeast specific"
"938","MANNANter: mannan_c <=> mannan_r","MANNANter"," mannan_c <=> mannan_r","Mannan endoplasmic reticulum transport via diffusion"
"939","PCLAD: cmusa_c + h_c --> am6sa_c + co2_c","PCLAD"," cmusa_c + h_c --> am6sa_c + co2_c",NA
"940","PDE1: camp_c + h2o_c --> amp_c + h_c","PDE1"," camp_c + h2o_c --> amp_c + h_c","3',5'-cyclic-nucleotide phosphodiesterase"
"941","PDE2: 35cdamp_c + h2o_c --> damp_c + h_c","PDE2"," 35cdamp_c + h2o_c --> damp_c + h_c","3  5  cyclic nucleotide phosphodiesterase"
"942","PDE3: 35cimp_c + h2o_c --> h_c + imp_c","PDE3"," 35cimp_c + h2o_c --> h_c + imp_c","3  5  cyclic nucleotide phosphodiesterase"
"943","PDE4: 35cgmp_c + h2o_c --> gmp_c + h_c","PDE4"," 35cgmp_c + h2o_c --> gmp_c + h_c","3',5'-cyclic-nucleotide phosphodiesterase"
"944","PDE5: 35ccmp_c + h2o_c --> cmp_c + h_c","PDE5"," 35ccmp_c + h2o_c --> cmp_c + h_c","3  5  cyclic nucleotide phosphodiesterase"
"945","O2ter: o2_c <=> o2_r","O2ter"," o2_c <=> o2_r","O2  transport  endoplasmic reticulum"
"946","PDX5PO: o2_c + pdx5p_c <=> h2o2_c + pydx5p_c","PDX5PO"," o2_c + pdx5p_c <=> h2o2_c + pydx5p_c",NA
"947","PETHCT: ctp_c + ethamp_c + h_c --> cdpea_c + ppi_c","PETHCT"," ctp_c + ethamp_c + h_c --> cdpea_c + ppi_c","Phosphoethanolamine cytidyltransferase"
"948","SQ23EPXter: Ssq23epx_r <=> Ssq23epx_c","SQ23EPXter"," Ssq23epx_r <=> Ssq23epx_c","Squalene 2 3 epoxide endoplamic reticular transport"
"949","PEtg_SC: pe_SC_c <=> pe_SC_g","PEtg_SC"," pe_SC_c <=> pe_SC_g","Phosphatidylethanolamine Golgi transport  yeast specific"
"950","PEtm_SC: pe_SC_c <=> pe_SC_m","PEtm_SC"," pe_SC_c <=> pe_SC_m","Phosphatidylethanolamine mitochondrial transport  yeast specific"
"951","PEtv_SC: pe_SC_c <=> pe_SC_v","PEtv_SC"," pe_SC_c <=> pe_SC_v","Phosphatidylethanolamine vacuolar transport  yeast specific"
"952","SQLter: sql_c <=> sql_r","SQLter"," sql_c <=> sql_r","Squalene endoplamic reticular transport"
"953","PFK26: atp_c + f6p_c --> adp_c + f26bp_c + h_c","PFK26"," atp_c + f6p_c --> adp_c + f26bp_c + h_c","6 phosphofructo 2 kinase"
"954","PFK_2: atp_c + tag6p_D_c --> adp_c + h_c + tagdp_D_c","PFK_2"," atp_c + tag6p_D_c --> adp_c + h_c + tagdp_D_c","Phosphofructokinase"
